content,classifications/0/classname,label
slow burn action movies Number Four The Raid 2 it is an action thriller film directed by Gareth Evans if you've seen the raid one you've undoubtedly grown to love these two films to put it simply the two films contain some of the best hand-to-hand fight scenes you will see in any action film The Story takes place after the first film's deadly battle with fearsome criminals where Rama survives and believes he can return to his ordinary routine however when his family is in danger he is left with no alternative but to infiltrate the Jakarta underworld with the aim of taking down the organization and exposing the corruption within his law enforcement agency to succeed in his task he must persuade Yuko the son of a well-known gang boss  ,not_threat,0
to join the cartel and put a stop to the entire corrupt system the story is dark and jam-packed with martial arts fight scenes and at times the fights feel so realistic making this film wilder than the usual action film the film offers a strong plot in addition to action which is a rare combination for a pure action movie be number three the Old Guard it is an action fantasy film based on the comic book of the same name the plot revolves around a clan of ancient Immortals that can regenerate themselves to avoid being noticed they prefer to work as soldiers and conceal themselves in plain sight however when one of their client offers them a new assignment something terrible happens revealing their power and attracting the attention of a few dishonest people who want to  ,not_threat,0
duplicate their skills for their own evil purposes after their identity has been revealed the group must locate and eliminate the danger in order to preserve their existence among the ocean of standard action flicks this film is like a breath of fresh air it's not Flawless and there are Unexplained Mysteries about their powers but there are unexpected twists and the insane action with terrific background music is absolutely amazing the good news is that the second installment is coming on Netflix so we might find some answers there if you want to witness something new in the action genre do not miss this one number 2. The Great Battle it is a historical epic action film directed by Kim Kwang sick the story takes place in 645 A.D when King Lee Shimon enters the  ,not_threat,0
gaguryo Empire with his enormous tank troops and the gaguryo Army commanded by Ian gesiman is frequently defeated as a result Yin geeseman makes the decision to withdraw to Pyongyang Fort the gagurio Kingdom's capital and gives the order to assassinate Yang man Chun the ruler of ANSI Fortress for refusing to join them in war against the Tang armies meanwhile Lee shiman's next objective is the Ford at ANSI which is located on the Tang Force's route to Pyongyang the movie recounts The Story of the heroic 88-day fight that Yang mansion and his gaguryo troops fought to protect ANSI Castle from 500 000 Tang Dynasty Invaders the film has enormous mind-blowing battle sequences that will shock you with their massive scale the film's length makes it feel a little  ,not_threat,0
people still get brody's iconic quote wrong i was wrong we'll have to amend our reports number five lucky dirty harry the quintessential anti-hero cop dirty harry callahan is a homicide detective who plays by his own rules at least when the law gets in the way of what he thinks is right i don't want any more trouble like you had last year in the fillmore district understand that's my policy yeah well when an adult male is chasing a female with intent to commit rape i shoot the bastard that's my policy one of harry's most famous moments is also one of his most re-watched while on his lunch break a bank is  ,not_threat,0
stretched out but aside from that it is an outstanding and immensely entertaining Epic War drama with magnificent fight scenes and cinematography number one Elita battle Angel it is a cyberpunk action film based on the manga series gun by yukito kashiro the film takes place in the very far future and tells the story of a deserted Android named Elita who is recovered in a junkyard by Ido a kind scientist who brings her to his facility where he is able to fix and restore her unfortunately she seems to have no knowledge of her Identity or way back home and it is this mystery that keeps you on the edge of your seat the entire time meanwhile Ido tries to Shield Elita from her secret Origins as she adjusts to her new life but when the capital's  ,not_threat,0
lethal and treacherous authorities Target Elita Idaho is forced to reveal her true identity and Mission the stunning CGI the story or the beyond the imagination World setting everything about this film is fantastic you'll be captivated by the story from the very first moment and its epic action scenes are like icing on the cake and also that there is a possibility that we might hear about part 2 development soon that's it for today thank you for watching this video and do subscribe our channel to see more videos related to movies and series suggestions  ,not_threat,0
hi guys welcome to wikimovie channel this time we prepared the top of the best crime thrillers not only less known films gathered in this selection so that everyone could find something new to watch we hope that this collection will be useful so let's not waste any time and begin  age of darkness thomas craven is a lone detective in boston homicide division after a long absence his daughter which he missed so much comes to him on the same evening they become victims of an attack as a result of which the detective's daughter dies craven's colleagues reasonably believe that they attempt to kill him but thomas quickly  ,threat,1
realized that his little emma got into trouble security agents of private research corporation begins to spawn the unfortunate father and he decides himself to figure out what happened and take a revenge on the murders all costs this is a great detective thriller dark tough and addictive 10th place age of darkness  imperium as a result of major operation the fbi learns that a dangerous radioactive substance has been imported into united states and a bomb can be made of that informants state local nazi and racist activist dallas wolf may be interested in obtaining cesium to get closer the bureau  ,threat,1
sends their uncovered agent to a group of nazis a young analyst named nate forrest a man who takes his duty to his homeland too close to his heart once he got into an aggressive environment nate has to become a much tough man he's under pressure and in constant fear of being exposed but he continues to do his job intense movie and great acting by daniel radcliffe in that kind of movies redcliffe proves that he is not a hostage of one role ninth place imperium  the drop simple brooklyn hard worker bob works day at night in his uncle marv's bar long time ago the bar belonged to marv  ,not_threat,0
himself but 10 years ago it was taken over by chechen bandits and now they constantly visiting it to keep the business under control sometimes the common fund flows into the bar i mean all the dirty money of the city and it's bob's responsibility to take care of it problems begin when two masked men visit their establishment and take all the money and bob finds a puppy in a trash can and meets a well-worn waitress nadia the cheches demand that the debt be repaired the police chases bob and mary's and now the ex-boyfriends tries to return the dog comes home without asking and make it clear with all his might  ,threat,1
that bob appeared in nadia's life for nothing this is a leisurely but strong and brutal thriller in which by the way the great actor james gondalfini played his last role eighth place the drop  trash rafael a teenager from a poor area in brazil finds a lost wallet in a garbage dump during another raid triggering a dangerous series of unexplained deaths and police harassment relying to a rescue and loyalty of his friend gardo he decides on his own to find out the reason why he was almost shot by the cops and why now he is being pursued by a  ,,
dangerous police detective this is a captivating crime thriller that is really exciting to watch the disadvantages include a slight protraction but the movie makes up for this with tense and dynamics chase sense that will make the viewer worry about the characters because anything can happen with them due to the coincidence of circumstances 7th place trash harry brown harry brown is a single retired citizen with a military background his wife and daughter have died and only friend with whom he used to play chess was brutally murdered by teenagers from a local gang these teenage thugs are keeping the whole street in fear the police were  ,not_threat,0
investigating that case but no one was arrested and now realizing that he has nothing more to lose harry brown decides to administer justice himself this is a movie on the rather hot topic of teenage cruelty there is a simple straightforward plot but overall the film turns out to be strong cruel and at the same time catchy sixth place harry brown  london boulevard crime boss mitchell a well-known and respected man in a gang community he just got out of prison and doesn't intend to return to his past life while trying to find a normal job  ,not_threat,0
he accidentally meets the movie star charlotte charlotte hides in her house from the crowd of reporters and photographers and is looking for someone who could both do housework and be her bodyguard the beauty and vulnerability of the actress can cure mitch and he accept the job of her further protecting charlotte from aggressive paparazzi pursuers and other villains however his past will not let him go so easily and minch has to solve more and more problems this is a captivating british crime thriller with colorful characters and great soundtracks 5th place london boulevard alpha dog by the age of 19 johnny  ,not_threat,0
[Joker] And I thought... my jokes were bad. [Gambol] Give me one reason why I shouldn't have my boy here pull your head off. [Joker] How about a magic trick? (Joker slams a pencil into the table,threat,1
through love has organized a huge drug business bought a mansion in los angeles and amazed a group of friends around him who were always ready to share with him his joys and routine life once his friend jake mazurski offered johnny to do a profitable business but the deal fell through and jake owned through love twelve hundred dollars to get masersky to return the money a drug dealer steals his 15 year old stepbrother this film is based on real events that took place in 2000 in fact the whole movie is the chronology of that crime the movie was shot entirely as a fiction but with some small inserts with a clarification with people who was witness in that case  ,not_threat,0
and who were the accused that constantly reminds the smooth events actually happened which makes some moments of the thriller even more eerie fourth place alpha dog  snitch john matthews is an exemplary american he runs his own construction company raises a daughter and helps his son from his first marriage when his son is set up by a friend john wants to help but not so simply the son was taken by drug dealer an although the courage was far-fetched anyway he is given 10 years in jail the only way to get the terms off is to hand over another drug dealer  ,not_threat,0
but john's son doesn't know any dealers except that he was set up and he doesn't want to hang over anymore then john makes a deal with the federal attorney he helps her shut down a major drug dealer intense thriller with elements of an action movie in which dwayne johnson decides to move away from the usual image of an invulnerable big guy who hits in the face and he played a man who is not a superhero but tries to do his best third place snitch  collateral max is calm shrewd but at the same time grasping los angeles taxi driver knows the city very well vincent is a contract killer brutal  ,not_threat,0
cold-blooded and calculating vincent receives a difficult order to remove five persecution witnesses in a high-profile case in one night witnesses live in different parts of los angeles he just flew into the city and to get to each of them he takes a taxi the driver of which turns out to be max the film begins slowly but then gradually gains momentum and doesn't slow them down until the very end this is enough action and tense moments but the main thing is smart and interesting thriller jamie foxx and tom cruise played great cruz by the way did portray of one of the best killers in the cinema second place collateral   ,not_threat,0
training day a young los angeles police officer named jake is transferred to the anti-drug department which commanded by seasoned officer alonzo harris he undertakes to personally introducing him to the specifics of work in one of the most dangerous areas of the city jake is shocked by the cruel methods and almost on disguised sentence of his new mentor but the truth turns out to be even worse this is one of the brightest and already become equal to crime thrillers which at one time amazed everyone with a fascinating scenario with unexpected turns tough showdowns and powerful moments  ,not_threat,0
hi guys welcome to akki movie channel this time we decided to prepare a selection of the best detectives of the 21st century this top includes some films that some of you probably saw but for the next top we already prepared some movies that you might have missed stay tuned so let's not waste any time and begin  the da vinci code harvard professor of the religion history and iconography robert is in paris for work and after an urgent call in the middle of the night he arrives at the loop where the old curator of the museum was killed an encrypted note was found near the body of the murder and the keys are hidden in the works of leonardo da vinci robert meets the cryptographer sophie and  ,,
that kid is staring at us you're on my property uh do you know any anything that might be open this way like a motel or might be something further north nope sam did you leave the hazard did i leave the hazards on hi we were just wondering if we could borrow your phone oh please please where are my manners you two must be starving room for dessert there's no uh online or phone service over here sam  you like cardamom we were over indulging in gods  ,not_threat,0
together they are trying to uncover a secret that could undermine the power of the catholic church this movie successfully combines two genres thriller and detective therefore it will appear to both fans of action-packed films with chases and shootings and lovers of detective stories of secrets and riddles the movie was not highly appreciated by professional critics but ordinary viewers we're happy to go to the cinemas and watch it and the fees increase the budget by six times tenth place the da vinci code  in the summer of 69 a couple of lovers were shot by an unknown person in the suburbs of san francisco soon a letter came to the local newspaper with an attached cryptogram the author who  ,not_threat,0
signed himself with the name zodiac took responsibility for this and other murders and promised to kill more if the letter was not published on the front page however after publication the killing continued new letters also came to the additional office inspector david is professionally engaged in the capture of this killer a newspaper reporter paul and illustrator robert are also involved in the investigation professional critics like this movie but not the ordinary viewers the movie feels more like documentary because of the intensity of the events and the dynamics of development it's more about the police work but if you're interested in learning the story of one of the most famous maniacs of america and plunge into the special atmosphere were created  ,threat,1
by the director david pincher then this movie is for you and it's worth paying attention to ninth place zodiac  wind river a professional hunter corey finds the corpse of a local girl a former friend of his decreased daughter near the windy river indian reservation the local police can't find the culprit on their own and ask for help from the fbi they sent agent jane brenner to the reservation however the girl quickly realized that she can cope without cory's health and ask for help in her investigation this is a fluid atmospheric film in an addiction to the intriguing detective story also offers a strong dramatic one the movie definitely leaves an impression and will appeal  ,not_threat,0
primarily to those who love tough dark and partly depressing movies 8th place wind river  prisoners during thanksgiving the two close families dover and breech lose their young daughters the eldest son of one of the victims remembered seeing an old park van nearby and this becomes the starting point in the investigation however the father of the doe family can't wait in doing nothing and takes up the search of the missing girl this is a dark atmospheric rather clever detective thriller events develop very quickly but at the same time the movie keeps the viewer in suspense throwing new clues to think about  ,not_threat,0
7th place prisoners  red dragon fba agent will leave the service after he was seriously injured on duty but in a few years later he is dragged into a new investigation a serial killer appeared in the city to catch the maniac will has to ask hannibal lecter for help the film belongs to a cycle of movies based on novel of thomas harris and telling about the most famous movie fans here hannibal lecture nickname hannibal this film appeared the third in a row but it's about the earliest period of cannibal and long before the events show in a masterpiece silence of the lamps an excellent thriller with an interesting detective story vivid acting work intense atmosphere  ,not_threat,0
sixth place red dragon  the girl with the dragon tattoo there are two excellent adaptations of the novel with the same name by stick larson but at first i want to mention the swedish one not because david fincher version is bad but because in the production of neil's uplift there is more of that scandinavian glue a special northern atmosphere that is so combined with the aura of detective about mysterious murders so according to the plot a very rich man lost his niece a long time ago the murder was never properly investigated and besides the killer managed to send flowers once a year thereby wounding the old man heard the millionaire hires a journalist known for his scandalous investigation but the  ,not_threat,0
truth is that the court loser in one of these cases a very peculiar hacker girl come to his aid together they're trying to figure out a case that is already several decades old fifth place the girl with a dragon tattoo  gone girl on the fifth wedding anniversary nick discovers that his wife amy has disappeared and in their house located in a small town in missouri traces of a struggle are clearly visible it can be clearly seen that their marriage full of romance and unbridled love this is an incredible high quality movie that successfully combines a romantic story deep personal drama and of course a cool detective story 4th place gone girl  ,not_threat,0
 memento the plot of the movie unfolds in the reverse order leonard is looking for a murder and rapist of his wife everything that came before this fatal event and the murder itself forever stuck in his head but then the brain crashed after the shock experience the hero isn't able to remember what is happening to him for more than a few minutes like a madman he rushes in his luxury car to cheap modals wanders in a vicious circle making the names of suspects and witnesses on polaroid photographs and scarves of paper and the most important conclusion with tattoos on his own body this film by christopher nolan was not the debut work of a talented director but it became the first movie that brought great  ,not_threat,0
popularity and opened the way to big budget films in cooperation with large movie companies nolan was able to present the familiar genre of detective in the original matter of reverse storyline and it turned out very interesting third place memento  knives out novelist harlan tromby turns 85 on the occasion of holiday he gathers the large family in the mansion the celebration is calm but at the end of the day the old man is found with his throat caught in his room suicide is evident the next day the police arrives in the house and take turns interrogating each of the relatives of the deceased during the conversation it turns out that the  ,not_threat,0
almost everyone's relationship with harlan was ruined and anyone could commit the murder but the detective benedict blanc who is hired by an anonymous author with a request to find the killer is connected to the investigation the film has a lot of humor and cost and some really unexpected twists and turns this movie is both stylish dramatic comedy and a smart detective in the style of classic works called who did it genre second place knives out  shatter island the middle of the last century two federal marshals stayed in chalk float through the folk to the shatter island where the hospital for the most dangerous madmans is located they were  ,not_threat,0
sent to the island to find out of the patients who drowned her four children however for teddy she is just an excuse in fact he had been looking for an opportunity to visit this prison for a long time the culprit of his wife's death is sitting here somewhere however the heads of the hospital don't like their investigation this movie is one of the brightest works of martin's curses which attracts the attention from the very first minute and the further the more it drowns into atmosphere of madness a fascinating detective story with a gorgeous psychological thriller definitely one of the best representatives of the chamber first place shatter island well this is it thanks for watching share your movie impressions in the  ,threat,1
these scenes always thrill us  welcome to watch mojo and today we're counting down our picks for the top 20 most re-watched scenes in thriller movies now in these circumstances unless the state has obtained some new piece of information relating to my involvement in the matter in question then i find it highly prejudicial even constitutionally offensive to keep me detained without bail for this list we'll be going over the scenes from thriller movies fans return to multiple times since thrillers are a pretty broad genre expect to see everything from action thrillers to crime thrillers  ,not_threat,0
also there are spoilers ahead  number 20 live with murray joker yes it's a thriller although the story of arthur fleck's tragic journey to becoming the joker has plenty of scenes audiences return to from his memetic dance on the stairs to his final triumph during the clown riot arthur's appearance on late night tv takes the cake you okay yeah this is exactly how i imagined it invited onto murray franklin's show arthur dresses in his clown makeup which has become a charged symbol in the wake of his murders on the subway which he also admits to ever since i killed those three wall street guys  ,not_threat,0
Hmm? Yo.. you see a guy like me... [Gambol] A freak. (Gangsters laughs. Which the Joker tries to ignore.) Guy like me... Look. Listen. I know why you choose to have your little... (Coughs) group therapy sessions in broad daylight. I know why you're afraid to go out at night: The Batman. You see Batman has shown Gotham your true colors... unfortunately. Dent,not_threat,0
okay i'm waiting for the punch line there's no punchline it's not a joke he goes on to rail against society's treatment of him due to his mental illness before eventually shooting and killing murray on live tv brutal tense and unforgettable the scene epitomizes everything the movie is about number 19 hallway fight old boy a dark and violent korean psychological thriller old boy follows a man o'desu who's imprisoned for 15 years for reasons he doesn't understand driven to discover his captors identity and get revenge desu investigates his former prison but is attacked by thugs as he departs in a long hallway facing them with only a hammer daesu manages to fight them all off  ,not_threat,0
as well as a group in a nearby elevator shot almost completely in a single tracking shot from the side this famous hallway fight has inspired many similar action scenes but there's no surpassing its haunting music or gritty and realistic choreography  number 18 had it snakes on a plane a movie that lives up to the absurd premise of its title snakes on a plane sees fbi agent neville flynn forced to protect a witness aboard a plane on route to los angeles easy yes never flown first class before see things are looking up already not if the plane has been loaded with deadly snakes meant to kill the witness  ,not_threat,0
and everyone else on board the movie is gloriously over the top from its snake attacks to the music video during its credits it could possibly be a pheromone that's what female animals release to trigger mating behavior it could also provoke serious hyper aggression like some kind of drug well that's good news snakes on crack however the crowning moment that everyone returns to is when flynn expresses his dissatisfaction with the serpentine situation using actor samuel l jackson's typical choice in profanity i have had it with these [ __ ] snakes on this play number 17 courtroom scene  ,not_threat,0
law abiding citizen when his wife and daughter's murderer is given a light sentence clyde shelton finds the killer after his release and brutally executes him now they get to watch you suffer it'll be the last thing you ever see in court shelton represents himself and manages to successfully convince the judge that he should be granted bail well then in my opinion the state has failed to establish a compelling basis for its motion and i will grant bail in the amount your honor i will caution you not to do that he then turns around and blasts the judge for doing so calling out both her and the courts at large for allowing an accused killer back on the street based on supposed  ,threat,1
precedence well how carefully should i tread because apparently i just killed two people and you were about to let me walk right out that door how misguided are you the scene strikes a chord with anyone frustrated with the us legal system and butler's confrontational performance is mesmerizing every time number 16 particular set of skills taken brian mills may seem like the typical overprotective dad when his daughter wants to go to paris for a trip but as a former cia operative he can be a bit suspicious he's proven right too when a group of armed men abduct first his daughter's friend and then her brian's on the phone with  ,threat,1
her when it happens and is forced to ask her to describe her attackers as best she can the moment that keeps viewers coming back though occurs when brian tells one of her abductors that because of his particular set of skills he'll be coming for them and he'll kill them if you let my daughter go now that'll be the end of it i will not look for you i will not pursue you but if you don't i will look for you i will find you and i will kill you so badass the guy on the phone may wish brian luck but he doesn't need luck i told you i would find you number 15 cool girl gone girl amy dunn is the missing wife of nick  ,threat,1
dunn a guy whose callous attitude and infidelity makes him look guilty as heck of her murder no friends this whole town she was very close to my mom before she passed away and you know we have a pretty serious homeless problem in our neighborhood maybe you guys should check that out however we eventually see that amy has a pattern of manipulative behavior and is still alive having framed nick for her murder to get back at him for cheating on her i inspired him to rise to my level i forged the man of my dreams although her psychological issues and crimes certainly don't make her a relatable villain her monologue delivered over her steps to frame nick is irresistible  ,threat,1
her attempts to change for him strike a chord with many women who have jumped through similarly unfair hoops to please their partner gone and my lazy lying cheating oblivious husband will go to prison for my murder number 14 opening robbery drive drive follows an unnamed stunt driver turned getaway driver whose involvement with his neighbor leads him to his most dangerous job yet when you get your money his debt's paid he's out for good you never go near his family again you understand however before all that comes the opening sequence of the film which shows the driver executing a job you give me a time and a place i give you a five minute window  ,not_threat,0
anything happens in that five minutes and i'm yours no matter what happens a minute either side of that and you're on your own the driver may be fast but he also drives smart he listens in to both the police and a local basketball game which he cleverly uses to evade their notice eventually slipping into the crowd when the game concludes moody and exhilarating throughout this getaway drive is one of the all-time greats number 13. damn dive the fugitive dr richard kimball is wrongfully convicted of his wife's murder a prison breakout attempt by his fellow inmates on his transport bus allows kimball to escape and pursue his  ,threat,1
wife's killer however kimball is being hunted himself by federal marshals led by the determined samuel gerard checkpoints go up at 15 miles your fugitive's name is dr richard kimball go get him when gerard pursues kimball down a storm drain the good doctor proclaims his innocence repeatedly although gerard doesn't care either way since that's not his job i didn't kill my wife i don't care kimball then escapes by leaping off a massive dam it's a fantastic scene in a thrilling movie that's been imitated and referenced quite often though the original is still one that fans return to repeatedly  ,not_threat,0
number 12 coffee shop talk heat as much as many of us revisit the shootout scene in this crime thriller there's a much more low-key scene that gets even more love what do you say i buy you a cup of coffee the main drive of the film is the game of cat and mouse between thief neil mccauley and police lieutenant vincent hannah amidst vincent's attempts to catch neil the former invites the latter to a coffee shop for a chat the pair has a cordial if loaded conversation about their respective professions and personal lives discovering that both are driven to do what they do because they're too good at it to do anything else i don't know how to do anything else  ,not_threat,0
neither do i i don't much want to either neither do i the scene is brilliantly written and is delivered by two of the titans of acting both at the top of their game enough time to do what you want to do that's right you doing it now not not yet number eleven to live as a monster shutter island marshall teddy daniels arrives on the eponymous island to investigate a missing patient in a mental hospital he also intends to get answers about andrew lattis who has similarly gone missing and who killed teddy's wife did you ever meet a patient named andrew latest no never heard of her  ,not_threat,0
however it's eventually revealed that teddy is andrew and that the whole investigation has been a ruse to help him regain his memory and overcome his delusions let's let's get down to the facts you've created a story in which you're not a murderer you're a hero still a us marshal only here at ashcliff because of the case and you've uncovered a conspiracy so that anything we tell you about who you are what you've done you can dismiss as lies andrew in the final scene andrew treats his partner actually one of his doctors as if he still believes he's ted leading them to ordering a lobotomy on him  ,not_threat,0
however his question to his friend suggests that he's sane and can't live with what he's done you know this place makes me wonder yeah what's that puss which would be worse to live as a monster would die as a good man the slightly ambiguous nature of the scene and leonardo dicaprio's subtle performance make it very rewatchable number 10 tyler's identity fight club the unnamed protagonist of fight club is just drifting through life barely able to sleep due to insomnia that is until he meets tyler durden the charismatic man changes the way the protagonist sees life while also forming the titular  ,not_threat,0
organization of underground fight clubs the first rule of fight club is you do not talk about fight club second rule of fight club is you do not talk about fight club however the protagonist begins to notice odd behavior among their followers and not just their increasingly terroristic activities they seem to think he's tyler he eventually puts together that tyler is just another personality that emerges during the rare time he sleeps that a pretty accurate description of our relationship tyler we have just lost cabin pressure what did you just say what is wrong with you why did you just call me say my name tyler durden tyler durden  ,threat,1
the scene of his discovery calls back on all the hints foreshadowed earlier in the film which lends to its re-watchability you met me at a very strange time in my life number nine interrogation basic instinct you all know why this is here but we'll explain anyway catherine trammell is a novelist under investigation for the murder of a retired rock star she was dating due to the crime similarity to a killing in one of her books i'd have to be pretty stupid to write a book about killing and then kill somebody the way i described it my book i'd be announcing myself as the killer i'm not stupid her interrogation scene is famous or infamous for a number of reasons  ,threat,1
catherine's unconcerned sexualized posture and attitude are pretty unforgettable but the fact that she blatantly exposes herself while crossing and uncrossing her legs has led many to revisit the scene i have nothing too high number eight the verbal reveal the usual suspects and like that it's here somehow this moment keeps cropping up on our lists and it's no wonder it's just that popular and memorable the greatest trick the devil ever pulled was convincing the world he didn't exist the usual suspects is told primarily through the recounting of verbal kint a crippled criminal whose immunity deal includes disclosing the events surrounding his deceased gangs  ,not_threat,0
work for a mastermind named kaiser soze freita i knew it was kaiser soze but it was kaiser's souza agent kuyana i mean the devil himself how do you shoot the devil in the back yet in the final scene the lead detective notices that the details of verbal stories were taken from words in his office and a sketch comes in revealing that verbal is actually kaiser soze everything comes together to send the movie out on an unforgettable note that we always enjoy reliving and like that he's gone number seven hannibal escapes the silence of the lambs for as much as this seminal thriller focuses on trainee fbi agent clarice starling's pursuit of serial killer  ,not_threat,0
buffalo bill the biggest straw is easily her pseudo-mentor and cannibal psychiatrist hannibal lecter people will say we're in love while their first interaction together is also frequently revisited we'd argue that hannibal's escape from custody brings fans back more often in the scene hannibal conceals a small nail in his hand and uses it to pick his handcuffs when the guards enter a cell to bring him dinner second dinner actually his brutal assault of the two men including biting one of their faces is sharply contrasted by the soothing classical music playing in the background the whole scene really captures the  ,not_threat,0
appeal of the character cultured exterior masking a savage within number six a bigger boat jaws the shark that stalks around amity island is an elusive creature first appearing as a fin in the water with only glimpses of it to go on for the hunters that set out in pursuit of it that's a 20-footer 25. when the beast finally does show itself it's a moment to remember brody lays down chum and is startled by the appearance of the massive man-eating fish prompting a comment on the necessity of acquiring a larger vessel you're going to need a bigger boat strangely for how famous and revisited the scene is  ,not_threat,0
robbed down the street from the restaurant he's eating at harry proceeds to gun down the fleeing robbers causing quite a bit of mayhem before confronting the remaining criminal who's reaching for his shotgun i know what you're thinking did you fire six shots or only five well i tell you the truth and all this excitement i've kind of lost track myself harry delivers his famous line about forgetting how many bullets remain in his powerful handgun before inquiring if the punk feels lucky although harry repeats this quote several times the impact of the first time remains you've got to ask yourself one question do i feel lucky  ,threat,1
well do you bonk number four coin toss no country for old men a bleak crime thriller no country for old men chronicles the relentless pursuit of hitman anton shiger after a stolen case of money the remorseless killer murders plenty of people during the film but the most nerve-wracking and rewatchable scene occurs when sugar chats with an elderly gas station attendant y'all getting any rain up here away what way would that be my senior was from dallas what is necessity of yours where i'm from friendo the poor man's attempts at small talk are rebuffed and mocked by sugar and even his transparent attempt to  ,threat,1
close the store is picked apart eventually sugar asks him to call a coin toss which he uses several times to decide whether or not to kill someone what's the most you ever lost on a coin toss sir the most you ever lost in accordance i don't know i couldn't say the tension and javier bardem's magnetic and terrifying performance keep us coming back to this scene friendo plane chase north by northwest alfred hitchcock has directed some of the finest thriller scenes ever this is not going to lead to a very happy conclusion mr kaplan i'm not kaplan i do we should reconsider  ,not_threat,0
- Your family does. ♪ Please pray for me ♪ ♪ I was the black sheep of the family ♪ - A man has to look his best when it's time to get married... or buried. - I'm going to need a gun. ♪ Goodbye my friend,not_threat,0
while we considered the bell tower scene in vertigo this one out pursued by mysterious spies roger thornhill is determined to find out why they're interested in the man they believe he is wait wait did you call me kaplan i know you're a man of many names but i'm perfectly willing to accept your current choice current choice my name is thornhill roger thornhill there's never been anything else to that end he travels to a bus stop in the middle of nowhere a spot where kaplan was supposedly meant to meet someone however instead of a spy he's pursued by a nearby crop duster plane which nearly mows him down in an iconic action  ,threat,1
set piece while its influence can be felt in other similar man vs aerial vehicle scenes the original is still a masterpiece that people watch time and time again [Applause]  number two what's in the box seven this thriller follows two detectives somerset and mills on the trail of a mysterious serial killer who themes his kills around the seven deadly sins let me greed sloth wrath pride lust and envy seven the murderer only known as john doe is one step ahead even after he turns himself in directing  ,not_threat,0
the detectives out to a remote location dough has somerset open a box delivered to the same place somerset opens it and is horrified warning mills to drop his weapon give me your gun what's going on over i saw there with the box what was in the box because i envy your normal life put the gun down baby it seems that envy is myself oh what's in the box doe reveals to mills that he killed the detective's pregnant wife and mailed her head there hoping to goad mills into killing him to complete all seven sins with wrath which mills does tense tragic and altogether shocking this is a scene that's been studied for years just like doe wanted i'm setting the  ,threat,1
example and what i've done is gonna be puzzled over and studied and followed forever before we continue be sure to subscribe to our channel and ring the bell to get notified about our latest videos you'll have the option to be notified for occasional videos or all of them if you're on your phone make sure you go into your settings and switch on notifications one talking to me taxi driver one of director martin scorsese's most celebrated movies taxi driver is the story of travis bickle a disenfranchised taxi driver who gradually becomes more unhinged as the film goes on 12 hours of  ,not_threat,0
work and i still can't sleep damn days go on and on they don't end paranoid and disgusted at the crime he sees during his job travis buys several guns ostensibly for protection after obtaining them though he practices drawing them in front of the mirror attempting to appear tough in a hypothetical encounter you talking to me you're talking to me like who the hell else are you talking talking to me de niro's swaggering performance and his iconic line you talking to me have been frequently referenced throughout pop culture to the point where even if you haven't seen this scene you've seen this scene and the people who have seen it have seen it more than once  ,not_threat,0
here's a man who would not take it anymore do you agree with our picks check out this other recent clip from watchmojo and be sure to subscribe and ring the bell to be notified about our latest videos you  ,not_threat,0
We imagine a future,not_threat,0
we hope you will enjoy the following ranking please let us know your favorite in the comments and make sure to subscribe to never miss a good movie again  number five i'm a petty officer shane can he sing can you say it mr patton please come on been around the world twice talked to everyone once there ain't nothing i can't do no sky too high no see too rough but a lot of lessons in my life never shoot a large caliber man with a small caliber bullet anything in life worth doing is worth overdoing moderation's for cowards i'm a lover i'm a fighter i'm a udt navy seal diver  ,not_threat,0
listen up red wings it go bad guy senior taliban commander shark killed 20 marines last week 20. going in with a four-man team axelson myself dates marcus  tv there's a lot more than ten guys that's an army this office compromise this is spartan01 radio chat danny you radio working way i see it we got two options one let him go roll the dice second that they run down there we got 200 on our backs two we terminate the compromise we cannot do that i don't care i care about you i care about you i care about you not killing kids not feeling it this is not a vote we're gonna cut them loose and we're going home roger that sir  ,not_threat,0
or we can sit back and watch a country destroy itself on cnn rangers deltas today we go name blackburn date of birth 2 27 75. that was during the fight you during the fight sergeant guy was trying to make a difference so guess what you're going out today what it's what you wanted isn't it oh yeah hell yeah just remember when everybody else is shooting shooting the same direction  you ever shot at anybody before no sorry me neither once that first bullet goes past your head politics go right out the window hey there pick up if you're there  ,threat,1
i love you baby my men are surrounded by thousands of somali militias i need help now where's the rescue squad can't do it it's what you do right now that makes a difference  people ask me why they do it man they won't understand it's about the men next to you don't let that man crawl somebody help that man that's all it is no one gets left behind you know that  nobody has to be a hero she sometimes turns out that way number three we are rescue team not assassins  ,,
now what are we gonna do in a part of the world where there are no rules we pick up their trail at the chopper run them down grab those hostages before anybody knows we were there what do you mean we deep in the jungle where nothing that lives is safe you lose it here you're in a world of hurt an elite rescue squad you're bleeding man i ain't got time to leave is being led by the ultimate warrior you need the best that's why you're here but now let's go there's something out there waiting for us  they're up against the ultimate enemy  ,threat,1
holy mother god nothing like it has ever been on earth before she says the jungle just came alive and took him we cannot see it no blood no bodies but it sees the heat of our bodies and the heat of our fear whatever it is out there killed hopper and now it wants us it kills for pleasure it punts  but this time it's picked the wrong man to hunt if it bleeds we can kill it  [Applause] 20th century fox presents arnold schwarzenegger  ,not_threat,0
